69536: ACCT,"Accnt Reqs Of Sec"
76880: SPAN,"Lat Am Novel-19 Cent"
76881: SPAN,"Latin Amer Colonial Literature"
76882: SPAN,"Latin Amer Novel of 19 Century"
76883: SPAN,"Latin Amer Shrt Stry"
76884: SPAN,"Latin American Culture"
76885: SPAN,"Latin American Novel"
76886: SPAN,"Latin/Amer Cultures"
76887: SPAN,"Lit Argentia&Uruguay"
76888: SPAN,"Lit Of Spain Trans"
76889: SPAN,"Literary Translation"
76890: SPAN,"Literatures/The Arts"
76891: SPAN,"Med &Early Ren Lit"
76892: SPAN,"Medival Sp Lit"
76893: SPAN,"Mini Course"
76894: SPAN,"Mod Readings 1"
76895: SPAN,"Modern Reading 2"
76896: SPAN,"Modern Spain in Writer&Artist"
76897: SPAN,"Modern Technology"
76898: SPAN,"Moral & Relgn Themes"
76899: SPAN,"Moral Religious Theme Hispanic"
76900: SPAN,"Peer Tutoring 11"
76901: SPAN,"Peer Tutoring I"
76902: SPAN,"Peer Tutoring II"
76903: SPAN,"Peninsular Hispanic Culture"
76904: SPAN,"Picareque Novel"
76905: SPAN,"Picaresque Novels"
76906: SPAN,"Poetry Of Baroque"
76907: SPAN,"Pr/Poetry Golden Age"
76908: SPAN,"Pre-Span Revolution Lit & Arts"
76909: SPAN,"Prob Adv Span Grammr"
76910: SPAN,"Problems Adv Span Grammar"
76911: SPAN,"Rdg Lat/Amer Theatre"
76912: SPAN,"Rdgs Lat/Amer Essay"
76913: SPAN,"Rdgs Lat/Amer Poetry"
76914: SPAN,"Readings in Medieval Span Lit"
76915: SPAN,"Regional Variation in Language"
76916: SPAN,"Regional Variations"
76917: SPAN,"Renaiss Literature"
76918: SPAN,"S/A Poetry Frm Mod"
76919: SPAN,"Seminar"
76920: SPAN,"Seminar and Senior Thesis"
76921: SPAN,"Seminar in Hispanic Cultures"
76922: SPAN,"Seminar in Literature"
76923: SPAN,"Sp Am Lit In Trans"
76924: SPAN,"Sp Lit Mvement&Trend"
76925: SPAN,"Sp-Am Nov 16 &17 Cen"
76926: SPAN,"Span & Lat Amer Lit"
76927: SPAN,"Span & Latin Amer Literatures"
76928: SPAN,"Span Amer Essay"
76929: SPAN,"Span Novel 19th Cent"
76930: SPAN,"Span Prose & Poetry Golden Age"
76931: SPAN,"Span Theat 20 Cent"
76932: SPAN,"SpanAmer Literature Translatn"
76933: SPAN,"Spanish & Latin American Film"
76934: SPAN,"Spanish Amer Lit"
76935: SPAN,"Spanish Composition"
76936: SPAN,"Spanish Essays"
76937: SPAN,"Spanish Lang Probs"
76938: SPAN,"Spanish Lit Movements & Trends"
76939: SPAN,"Spanish Novel"
76940: SPAN,"Spanish Novel of 19th Century"
76941: SPAN,"Spanish Romantic"
76942: SPAN,"Spanish for Business"
76943: SPAN,"Spanish for Criminal Justice"
76944: SPAN,"Spanish for Social Sciences"
76945: SPAN,"Spanish for Social Work"
76946: SPAN,"Spanish for the Arts"
76947: SPAN,"Spanish for the Media"
76948: SPAN,"Spanish in the United States"
76949: SPAN,"Speak & Writing"
76950: SPAN,"Special Topics"
76951: SPAN,"St Contemp Span Cult"
76952: SPAN,"Stud Contemporary Span Culture"
76953: SPAN,"Style & Comp In Span"
76954: SPAN,"Survey Of Span Lit"
76955: SPAN,"Survey Sp-Amer Lit"
76956: SPAN,"Tchg Lang Communictn"
76957: SPAN,"The Spanish Comedia"
76958: SPAN,"Thematic Rdg Fiction"
76959: SPAN,"Thematic Rdg Latin Amer Poetry"
76960: SPAN,"Thematic Rdg Theater"
76961: SPAN,"Thematic Rdgs Poetry"
76962: SPAN,"Thematic Read Latin Amer Essay"
76963: SPAN,"Thematic Read LatinAmer Novel"
76964: SPAN,"Thematic Read LatnAmer Fiction"
76965: SPAN,"Thematic Read LatnAmer Theater"
76966: SPAN,"Thematic Read Poetry"
76967: SPAN,"Thematic Reading Span Poetry"
76968: SPAN,"Thematic Reading Span Theater"
76969: SPAN,"Thematic Readings Span Fiction"
76970: SPAN,"Thematic Readings Span Novel"
76971: SPAN,"Thematic Readings Span Poetry"
76972: SPAN,"Thesis Research"
76973: SPAN,"Thmtc Rdngs in Span Essay"
76974: SPAN,"Translation"
76975: SPAN,"Translation For Prof"
76976: SPAN,"Translation Practicm"
76977: SPAN,"Translation Practicum"
76978: SPAN,"Translation for Professions"
76979: SPAN,"Tutorial Lit & Cult"
76980: SPAN,"Tutorial Literature & Culture"
76981: SPAN,"Tutorial in Writing"
76982: SPAN,"Understanding Texts in Spanish"
76983: SPAN,"Urb Exp&Sy Spa Spwd"
76984: SPAN,"Urban Exp & City Construction"
76985: SPAN,"Women in Hispanic Literatures"
76986: SPAN,"Writ Lat Am Author"
76987: SPAN,"Writ Of Major Author"
76988: SPAN,"Writing & Stylistics"
76989: SPAN,"Writing Major LatinAmer Author"
76990: SPAN,"Writing and Stylistics"
76991: SPAN,"Writing of Major Span Author"
76992: SPAN,"Written & Oral Self-Expression"
76993: SPAN,"Wrtg Resch & Resorce"
76994: SPCL,"Admin Thry & Pract 1"
76995: SPCL,"Admin Thry & Pract 2"
76996: SPCL,"Advanced Internship I"
76997: SPCL,"Advanced Internship II"
76998: SPCL,"Appl Thry & Rsch Sem Schl Pysc"
76999: SPCL,"Behav Assess/Interv"
77000: SPCL,"Career & Eductional Counseling"
77001: SPCL,"Career Wrkng Children & Youth"
77002: SPCL,"Cognitive & Acad Assessment 2"
77003: SPCL,"Cognitive &Academic Assessment"
77004: SPCL,"Coll Admis & Pst Secndry Couns"
77005: SPCL,"Collect Negot Public Edu"
77006: SPCL,"College Adm Post2nd Counseling"
77007: SPCL,"Colloquium in Educ Leadership"
77008: SPCL,"Consultation in the Schools"
77009: SPCL,"Counsel Leadrshp in Urban Schl"
77010: SPCL,"Counseling Theories"
77011: SPCL,"Counseling in Community Settin"
77012: SPCL,"Counslng Chldrn & Families"
77013: SPCL,"Crisis Intervn&Prevntion Rsch"
77014: SPCL,"Developmental Psychopathology"
77015: SPCL,"Ed & Psy Assessment"
77016: SPCL,"Education Law and Ethics"
77017: SPCL,"Financing Public Education"
77018: SPCL,"Foundation Prof School Counsel"
77019: SPCL,"Foundations of Play Therapy"
77020: SPCL,"Future Careers"
77021: SPCL,"Gr Dynamics Thy & Pr"
77022: SPCL,"Group Process School Culture"
77023: SPCL,"Human Development"
77024: SPCL,"Indep Study School Psych"
77025: SPCL,"Independent Study in Guidance"
77026: SPCL,"Individual Counseling Skills"
77027: SPCL,"Instruc Intervention in School"
77028: SPCL,"Integrat Assesmt/Report Wrting"
77029: SPCL,"Internship Ed Adm"
77030: SPCL,"Internship I"
77031: SPCL,"Internship II"
77032: SPCL,"Internship School Psychology 2"
77033: SPCL,"Intrn Ed Adm&Sup 2"
77034: SPCL,"Intrnshp Edu Admin & Suprvn I"
77035: SPCL,"Intrnshp in Schl Psychology I"
77036: SPCL,"Intro to Mindfulness in School"
77037: SPCL,"Intrviwing Disbld Chd & Youth"
77038: SPCL,"LGBTQ Youth in Educ Context"
77039: SPCL,"Literacy & Learning Difficlty"
77040: SPCL,"Mental Health Counseling"
77041: SPCL,"Mgmt & Fin Func Adm"
77042: SPCL,"Mult Couns/Consul Schools"
77043: SPCL,"Neuropsychology of Learning"
77044: SPCL,"Persnlty Thry & Res"
77045: SPCL,"Personnel Functions Ed Admin"
77046: SPCL,"Play Therapy Applications"
77047: SPCL,"Play Therapy Methods & Apprchs"
77048: SPCL,"Play Therapy Methods & Approch"
77049: SPCL,"Play Therapy Practce &Supervsn"
77050: SPCL,"Pract Supv St Tchr"
77051: SPCL,"Practices in Schools"
77052: SPCL,"Practicum"
77053: SPCL,"Practicum School Psychology I"
77054: SPCL,"Practicum School Psychology II"
77055: SPCL,"Practicum in School Psychology"
77056: SPCL,"Prblms Child Adolescent Dev I"
77057: SPCL,"Prbms & Pract School Psych"
77058: SPCL,"Psyc Assesment Diverse Stdnts"
77059: SPCL,"Pub Admin Of Educ"
77060: SPCL,"Research Seminar in School Psy"
77061: SPCL,"School Curriculum Development"
77062: SPCL,"School-Community Relations"
77063: SPCL,"Schools and Communities"
77064: SPCL,"Sem Ed Research"
77065: SPCL,"Sem Guid Prac 1"
77066: SPCL,"Sem Guid Prac 2"
77067: SPCL,"Semi Bilingual Schl Counsel"
77068: SPCL,"Soc&Adapt Behavioral Assessmnt"
77069: SPCL,"Supervision of Instruction"
77070: SPCL,"Theories of Human Development"
77071: SPCL,"Urb Trauma:Iss&Str"
77072: SPCL,"Urban School Counseling"
77073: SPCL,"Wk With Fam In Schls"
77074: SPEE,"19&20 Cent Us Debate"
77075: SPEE,"Adv Audiology"
77076: SPEE,"Adv Diagnos Audio II"
77077: SPEE,"Adv Diagnos Audio Ii"
77078: SPEE,"Adv Diagnos Audiol 1"
77079: SPEE,"Adv Light Design"
77080: SPEE,"Adv.Acting"
77081: SPEE,"Advance Speech Path"
77082: SPEE,"Aging: Hear & Disord"
77083: SPEE,"Aging: Hear Process & Disord"
77084: SPEE,"Aging:Sp & L Disord"
77085: SPEE,"Alternate Tv"
77086: SPEE,"Anal Ln/Sp/Hr Ther"
77087: SPEE,"Anat Hear Mech"
77088: SPEE,"Anat Speech Mech"
77089: SPEE,"Aphasia & Kind Diso"
77090: SPEE,"Aphasia Rel Disord"
77091: SPEE,"Argumentat &Debate"
77092: SPEE,"Argumentation"
77093: SPEE,"Articulat Disorder"
77094: SPEE,"Aud Assess Yng Ch"
77095: SPEE,"Aud Proc Disorders"
77096: SPEE,"Audiology"
77097: SPEE,"Audiology I"
77098: SPEE,"Audiology II"
77099: SPEE,"Augmentative Communication"
77100: SPEE,"Bilng N-Dsc Assess"
77101: SPEE,"Broadcast Journal"
77102: SPEE,"Business:Confl Mgt"
77103: SPEE,"Cerebral Palsy Theor"
77104: SPEE,"Childrens Literature"
77105: SPEE,"Cinema"
77106: SPEE,"Cis Appl Clin Ed Pr"
77107: SPEE,"Cl Prac Spch Path"
77108: SPEE,"Cleft Palate Speech"
77109: SPEE,"Clin Meth Sp Path"
77110: SPEE,"Clin Prac & Seminar"
77111: SPEE,"Clin Prac & Seminar Audiology"
77112: SPEE,"Clinic"
77113: SPEE,"Clinic Prac Audiolgy"
77114: SPEE,"Com Skl Hr Impr/Ad"
77115: SPEE,"Comm/Ch Autistic Spe"
77116: SPEE,"Commun Bus & Profess"
77117: SPEE,"Communicat Techniq"
77118: SPEE,"Communication Law and Policy"
77119: SPEE,"Conflict and Negotiation"
77120: SPEE,"Corr Spe Disorders"
77121: SPEE,"Cr Drama For Childre"
77122: SPEE,"Creat Drama Techniq"
77123: SPEE,"Curr Mods St Sp Needs"
77124: SPEE,"Curr Trends&Spe Prob"
77125: SPEE,"Current Issues"
77126: SPEE,"Diag & Treat Stutter"
77127: SPEE,"Diag & Trtmnt Of Stu"
77128: SPEE,"Diag&Trimnt Stutter"
77129: SPEE,"Directing"
77130: SPEE,"Directing The Play"
77131: SPEE,"Discus Social Prob"
77132: SPEE,"Disorders:Survey"
77133: SPEE,"Dramatics Children"
77134: SPEE,"Dysphagia"
77135: SPEE,"Educ Radio & Televis"
77136: SPEE,"Educ Telef"
77137: SPEE,"Educ Television"
77138: SPEE,"Educ Tv"
77139: SPEE,"Educational Tv 1"
77140: SPEE,"Educational Tv 2"
77141: SPEE,"Elective"
77142: SPEE,"Evaluative Listen"
77143: SPEE,"Fluency Disorders"
77144: SPEE,"Found Of Broadcast"
77145: SPEE,"Gender and Communication"
77146: SPEE,"Greek&Roman Rhetic"
77147: SPEE,"Health Communication"
77148: SPEE,"Hearing Aids"
77149: SPEE,"His Theat To 1642"
77150: SPEE,"Hist Of The Fr 1600"
77151: SPEE,"Hist Of Thea 1600"
77152: SPEE,"History Of Theater"
77153: SPEE,"Independent Research"
77154: SPEE,"Independent Study"
77155: SPEE,"Indus Prog Audiol"
77156: SPEE,"Infant/Toddler Eval"
77157: SPEE,"Instrum In Sp & Hrg"
77158: SPEE,"Intercult Comm"
77159: SPEE,"Interpers Communic"
77160: SPEE,"Interpret Reading"
77161: SPEE,"Intr Tv Spe & Wr 1"
77162: SPEE,"Intro Aut Spect Dis"
77163: SPEE,"Intro Biling & Sec Lang Acqtn"
77164: SPEE,"Intro To Asst Tech"
77165: SPEE,"Intro To Tvr"
77166: SPEE,"Introductory Audiology"
77167: SPEE,"Lan & Hrg Anat & Phy"
77168: SPEE,"Language Disorders in Children"
77169: SPEE,"Lighting Design"
77170: SPEE,"Lng&Sp Hr Impr/Chd"
77171: SPEE,"Low Incdenc Disablty"
77172: SPEE,"Meas & Eval Sp Dis"
77173: SPEE,"Modern Communication Theories"
77174: SPEE,"Motor Spe Disorders"
77175: SPEE,"Nature-Spe Disorders"
77176: SPEE,"Neuropath Sp&Lang"
77177: SPEE,"Norm/Abn Hear Mech"
77178: SPEE,"Oral Int Chld Lit"
77179: SPEE,"Oral Interp"
77180: SPEE,"Oral Interp Lit"
77181: SPEE,"Oral Interpret"
77182: SPEE,"Oral Interpretation: Poetry"
77183: SPEE,"Oral Interpretation: Prose"
77184: SPEE,"Parliamentary Procedure"
77185: SPEE,"Pediatric Audiology"
77186: SPEE,"Performing Core Literature"
77187: SPEE,"Period Techs"
77188: SPEE,"Persuasion"
77189: SPEE,"Phonetics"
77190: SPEE,"Pract Educ Settings"
77191: SPEE,"Prob In Play Product"
77192: SPEE,"Probs In Play Direct"
77193: SPEE,"Probs Play Prod"
77194: SPEE,"Probs Tv Prog Prod"
77195: SPEE,"Profess:Eng 2nd L"
77196: SPEE,"Professional"
77197: SPEE,"Professional Speech"
77198: SPEE,"Prosem Sp Pathol"
77199: SPEE,"Proseminar in Audiology"
77200: SPEE,"Psychological Acoustics"
77201: SPEE,"Public Address"
77202: SPEE,"Public Speaking"
77203: SPEE,"Rhet & Pub Address"
77204: SPEE,"Rhet Class &Mediev"
77205: SPEE,"Rhet Theory Clas & M"
77206: SPEE,"Scenic Design"
77207: SPEE,"Sem & St Tch Sp Nds"
77208: SPEE,"Sem In Stuttering"
77209: SPEE,"Sem Rhet&Pub Addr"
77210: SPEE,"Seminar"
77211: SPEE,"Sp & Lang Lrn Disab"
77212: SPEE,"Sp &Hear Programs"
77213: SPEE,"Sp Act For Child"
77214: SPEE,"Sp Activ For Child"
77215: SPEE,"Sp Commun/Gr Dyn"
77216: SPEE,"Sp Prob Ment Retarda"
77217: SPEE,"Sp Sci&Acoust Phon"
77218: SPEE,"Sp&Lg Char Sec Lg"
77219: SPEE,"Spch Activ Child"
77220: SPEE,"Spch Dis-Cer Palsy"
77221: SPEE,"Spch Prbms Ment Retard"
77222: SPEE,"Spe Lang & Hrg:Acous"
77223: SPEE,"Spe Perception"
77224: SPEE,"Special Problems"
77225: SPEE,"Special Topic"
77226: SPEE,"Special Topics"
77227: SPEE,"Speech & Hearing"
77228: SPEE,"Speech Criticism"
77229: SPEE,"Speech Disorders"
77230: SPEE,"Speech Laboratory"
77231: SPEE,"Speech Path"
77232: SPEE,"Speech Science 1"
77233: SPEE,"Speech&Lang Develop"
77234: SPEE,"Speech-Language Acquisition"
77235: SPEE,"Stage Craft"
77236: SPEE,"Stage Lighting"
77237: SPEE,"Stagecraft"
77238: SPEE,"Stud In Oral Interpr"
77239: SPEE,"Stud In Play Prod"
77240: SPEE,"Stud In Thea Cost"
77241: SPEE,"Studies In Discuss"
77242: SPEE,"Study Oral Interp"
77243: SPEE,"Styles Of Acting"
77244: SPEE,"Tech Resrch Sp & Hrg"
77245: SPEE,"Tecnique For Actor"
77246: SPEE,"The Nature of Stuttering"
77247: SPEE,"The Oral Tradition"
77248: SPEE,"Theater Lab 2"
77249: SPEE,"Theater Management"
77250: SPEE,"Theater Production"
77251: SPEE,"Theatre Mgmt & Supv"
77252: SPEE,"Theatre Mgmt&Supv"
77253: SPEE,"Theor Oral Interp"
77254: SPEE,"Therapeut Relatshp"
77255: SPEE,"Thesis Research"
77256: SPEE,"Treat-Spe Disorder"
77257: SPEE,"Tv Production 1"
77258: SPEE,"Tv Production II"
77259: SPEE,"Voice Disorders"
77260: SPEE,"Workshop"
77261: SPHS,"Audiology Track Gc"
77262: STAB,"Cuny Study Abroad"
77263: STAB,"Grad CUNY StudAbroad- 3 Credit"
77264: STAB,"Grad CUNY StudAbroad- 9 Credit"
77265: STAB,"Grad CUNY StudAbroad-12 Credit"
77266: STAB,"Grad CUNY StudAbroad-15 Credit"
77267: STAB,"Graduate Non-Cuny Study Abroad"
77268: STAB,"Israel Bar Ilan Univ"
77269: STAB,"Israel Haifa Univ"
77270: STAB,"Israel Sa: Bar Ilan"
77271: STAB,"Israel Sa: Haifa Uni"
77272: STAB,"Israel Sa: Hebrw Uni"
77273: STAB,"Israel Sa: Tel Aviv"
77274: STAB,"Israel Sa:Ben Gurion"
77275: STAB,"Israel Stud Abd Beng"
77276: STAB,"Israel Stud Abd Hebr"
77277: STAB,"Israel Stud Abd Tela"
77278: STAB,"Non-Cuny Study Abroad"
77279: STAB,"Non-Cuny Studyabroad"
77280: STAB,"Study Abroad"
77281: STAB,"Study Abroad - CUNY - 5 credit"
77282: STAB,"Study Abroad - CUNY - 6 credit"
77283: STAB,"Study Abroad - CUNY -10 credit"
77284: STAB,"Study Abroad - CUNY- 1 credit"
77285: STAB,"Study Abroad - CUNY- 2 credits"
77286: STAB,"Study Abroad - CUNY- 3 credits"
77287: STAB,"Study Abroad - CUNY- 4 credits"
77288: STAB,"Study Abroad - CUNY- 8 credits"
77289: STAB,"Study Abroad - CUNY- 9 credits"
77290: STAB,"Study Abroad - CUNY-12 credits"
77291: STAB,"Study Abroad - CUNY-15 credits"
77292: STAB,"Study Abroad - CUNY-18 credits"
77293: STAB,"Study Abroad Antigua"
77294: STAB,"Study Abroad China"
77295: STAB,"Study Abroad England"
77296: STAB,"Study Abroad Ghana"
77297: STAB,"Study Abroad India"
77298: STAB,"Study Abroad Isr Dig"
77299: STAB,"Study Abroad Israel"
77300: STAB,"Study Abroad Italy"
77301: STAB,"Study Abroad NON-CUNY 12Credit"
77302: STAB,"Study Abroad NON-CUNY 15Credit"
77303: STAB,"Study Abroad NON-CUNY 18Credit"
77304: STAB,"Study Abroad NON-CUNY 3 Credit"
77305: STAB,"Study Abroad NON-CUNY 4 Credit"
77306: STAB,"Study Abroad NON-CUNY 5 Credit"
77307: STAB,"Study Abroad NON-CUNY 6 Credit"
77308: STAB,"Study Abroad NON-CUNY 7 Credit"
77309: STAB,"Study Abroad NON-CUNY 8 Credit"
77310: STAB,"Study Abroad NON-CUNY 9 Credit"
77311: STAB,"Study Abroad Non-Cuny"
77312: STAB,"Study Abroad Non-Cuny 16 Cr"
77313: STAB,"Study Abroad Paris"
77314: STAB,"Study Abroad: Israel"
77315: STSV,"Psychosoc Developm"
77316: TERA,"Adv Tv Field Prod"
77317: TERA,"Advanced Radio Production"
77318: TERA,"Alternative Television"
77319: TERA,"Audience Research"
77320: TERA,"Brdcast Interview"
77321: TERA,"Brdcast Newswrite"
77322: TERA,"British Television"
77323: TERA,"Broadcast & Educ"
77324: TERA,"Broadcast Document"
77325: TERA,"Broadcast Journal"
77326: TERA,"Broadcast News Lab"
77327: TERA,"Broadcasting & Soc"
77328: TERA,"Broadcst Journalis"
77329: TERA,"Business and Corporate Writing"
77330: TERA,"Colloquium"
77331: TERA,"Communication Law and Policy"
77332: TERA,"Communication Research"
77333: TERA,"Critical Analysis of Media"
77334: TERA,"Culture Jamming & Media Pranks"
77335: TERA,"Dir Tv Adapt/An&Prod"
77336: TERA,"Dir Tv/Adapt77337: TERA,"Docu Prod&Cult Stud"
77338: TERA,"Electronic Delivery Systems"
77339: TERA,"Elem Radio Product"
77340: TERA,"Elem Tv Field Prod"
77341: TERA,"Elem Tv Stud Prod"
77342: TERA,"Ethical Issues"
77343: TERA,"Fieldw Progr &Mktg"
77344: TERA,"Fieldwork in Electronic Media"
77345: TERA,"Global Media"
77346: TERA,"Global Television"
77347: TERA,"Independent Projects"
77348: TERA,"Independent Research"
77349: TERA,"Indstry77350: TERA,"Instruct’L Tv Prod"
77351: TERA,"Internship"
77352: TERA,"Interntl Broadcast"
77353: TERA,"Intro Docu Prodution"
77354: TERA,"Introduction to Mass Media"
77355: TERA,"Introduction to Media Studies"
77356: TERA,"Management Theory"
77357: TERA,"Mass Media and Education"
77358: TERA,"Mass Media in Society"
77359: TERA,"Media Marketing and Promotion"
77360: TERA,"Media Reception"
77361: TERA,"Media Studies Seminar"
77362: TERA,"Multi Design & Prod"
77363: TERA,"Multimedia Design & Production"
77364: TERA,"New Media and Business"
77365: TERA,"Pblem Stu/Fld V Prod"
77366: TERA,"Prob Mult Cam Tvprod"
77367: TERA,"Probs Of Reporting"
77368: TERA,"Probs Tv Prog Prod"
77369: TERA,"Prod Film Prod Til"
77370: TERA,"Production Aesthetic"
77371: TERA,"Production Mgement"
77372: TERA,"Prof Wkshp"
77373: TERA,"Public Relations"
77374: TERA,"Public Television"
77375: TERA,"Radio Culture"
77376: TERA,"Radio Journalism"
77377: TERA,"Regulation Of Tvr"
77378: TERA,"Research Methods"
77379: TERA,"Research Practicum"
77380: TERA,"Rhet Of Brdcst Sp"
77381: TERA,"Satire and Mass Media"
77382: TERA,"Sbni"
77383: TERA,"Sem Broadcast Mgmt"
77384: TERA,"Sem Tv Prog Prod 1"
77385: TERA,"Sem Tv Prog Prod 2"
77386: TERA,"Sem Tvr Prog Dev"
77387: TERA,"Seminar"
77388: TERA,"Seminar in Media Industries"
77389: TERA,"Seminar in Media Management"
77390: TERA,"Sight/Sound/Motion"
77391: TERA,"Single Camera Prod"
77392: TERA,"Sound Broadcasting"
77393: TERA,"Sound Design"
77394: TERA,"Special Problems"
77395: TERA,"Special Topic in Mass Media"
77396: TERA,"Special Topics"
77397: TERA,"Television Genres"
77398: TERA,"Television Magazine Programs"
77399: TERA,"Television News Reporting"
77400: TERA,"Television and Radio Criticism"
77401: TERA,"Television and Radio Writing"
77402: TERA,"Thesis Development"
77403: TERA,"Thesis Research"
77404: TERA,"Tv & Radio Advert"
77405: TERA,"Tv & Radio Journal"
77406: TERA,"Tv Photography"
77407: TERA,"Tv Prod & Direct"
77408: TERA,"Tv Prod Non Tv Maj"
77409: TERA,"Tv Prodnon Tv Maj"
77410: TERA,"Tv Script Writing"
77411: TERA,"Tv&Radio Devl&Schd"
77412: TERA,"Tv/R 3rd World Dev"
77413: TERA,"Tv/R Writ: Doc"
77414: TERA,"Tv/Radio Lab"
77415: TERA,"Tv/Radio Newswrtg"
77416: TERA,"Urban Telecommunic"
77417: TERA,"Video Prod Theo/Prac"
77418: TERA,"Workshop"
77419: TERA,"Writing:Comedy"
77420: TERA,"Writing:Drama"
77421: THEA,"20th Cent Theater"
77422: THEA,"Acct for Performing &Media Art"
77423: THEA,"Acr 1/Acting W/Imagn"
77424: THEA,"Act 2/Contemp Play"
77425: THEA,"Act 2: Scene Study"
77426: THEA,"Act 3/Classic Play"
77427: THEA,"Act 4/Actor & Play"
77428: THEA,"Act II Actor & Contemp Play"
77429: THEA,"Acting 3"
77430: THEA,"Acting 5"
77431: THEA,"Acting I: Fundamentals"
77432: THEA,"Acting I:Acting w/ Imagination"
77433: THEA,"Acting Practicum I"
77434: THEA,"Acting Practicum II"
77435: THEA,"Acting Practicum III"
77436: THEA,"Acting Practicum IV"
77437: THEA,"Acting V"
77438: THEA,"Acting V:Shakespeare"
77439: THEA,"Acting Workshop I"
77440: THEA,"Acting Workshop II"
77441: THEA,"Acting for the Camera"
77442: THEA,"Actor Technique"
77443: THEA,"Actors Approach to Shakespeare"
77444: THEA,"Adv Acting Wrkshop"
77445: THEA,"Adv Sem In Acting"
77446: THEA,"Advanced Costume Design"
77447: THEA,"Advanced Directing"
77448: THEA,"Advanced Lighting Design"
77449: THEA,"Advanced Scene Design"
77450: THEA,"Advanced Seminar in Directing"
77451: THEA,"Advanced Studies in Design"
77452: THEA,"American Musical Theater"
77453: THEA,"Art Of Theater"
77454: THEA,"Art/Mgr Decision"
77455: THEA,"Audition Techniques"
77456: THEA,"Black Theater"
77457: THEA,"Bus Act&Audition Tec"
77458: THEA,"Bus Mgmt Perf Arts"
77459: THEA,"Bus Mgmt Performing Arts"
77460: THEA,"Bus of Acting & Aud Tech"
77461: THEA,"Classics of Modern Realism"
77462: THEA,"Classics:Mod Real"
77463: THEA,"Collab Discpln Sem"
77464: THEA,"Costume Const Stage&Screen 3"
77465: THEA,"Costume Construct"
